group,function,value,sample_time_nanos,iteration_count
leveldb_open_db,,,1871543,1
leveldb_open_db,,,3300650,2
leveldb_open_db,,,5482220,3
leveldb_open_db,,,6538141,4
leveldb_open_db,,,8894755,5
leveldb_open_db,,,10129451,6
leveldb_open_db,,,12819360,7
leveldb_open_db,,,13184966,8
leveldb_open_db,,,15449004,9
leveldb_open_db,,,16612110,10
leveldb_open_db,,,16283653,11
leveldb_open_db,,,19396382,12
leveldb_open_db,,,22137619,13
leveldb_open_db,,,24507735,14
leveldb_open_db,,,24979282,15
leveldb_open_db,,,28212345,16
leveldb_open_db,,,28197462,17
leveldb_open_db,,,28166488,18
leveldb_open_db,,,30624338,19
leveldb_open_db,,,34247687,20
leveldb_open_db,,,35287239,21
leveldb_open_db,,,37348333,22
leveldb_open_db,,,38575673,23
leveldb_open_db,,,40869614,24
leveldb_open_db,,,42716393,25
leveldb_open_db,,,43784258,26
leveldb_open_db,,,45296305,27
leveldb_open_db,,,69016330,28
leveldb_open_db,,,49189745,29
leveldb_open_db,,,52537017,30
leveldb_open_db,,,53971512,31
leveldb_open_db,,,51802877,32
leveldb_open_db,,,56036124,33
leveldb_open_db,,,56774199,34
leveldb_open_db,,,60017285,35
leveldb_open_db,,,60338046,36
leveldb_open_db,,,64289329,37
leveldb_open_db,,,63948350,38
leveldb_open_db,,,67973293,39
leveldb_open_db,,,68416156,40
leveldb_open_db,,,70909309,41
leveldb_open_db,,,70514117,42
leveldb_open_db,,,72028199,43
leveldb_open_db,,,74362415,44
leveldb_open_db,,,71121227,45
leveldb_open_db,,,79410793,46
leveldb_open_db,,,80682711,47
leveldb_open_db,,,81121505,48
leveldb_open_db,,,84418628,49
leveldb_open_db,,,85716586,50
leveldb_open_db,,,87639585,51
leveldb_open_db,,,89922644,52
leveldb_open_db,,,89731132,53
leveldb_open_db,,,93710422,54
leveldb_open_db,,,87993780,55
leveldb_open_db,,,96256579,56
leveldb_open_db,,,88948732,57
leveldb_open_db,,,98877192,58
leveldb_open_db,,,101317460,59
leveldb_open_db,,,97535527,60
leveldb_open_db,,,103038643,61
leveldb_open_db,,,103654499,62
leveldb_open_db,,,105652106,63
leveldb_open_db,,,107410194,64
leveldb_open_db,,,111255921,65
leveldb_open_db,,,112696399,66
leveldb_open_db,,,114842858,67
leveldb_open_db,,,111581645,68
leveldb_open_db,,,116395954,69
leveldb_open_db,,,112565501,70
leveldb_open_db,,,121362913,71
leveldb_open_db,,,118722067,72
leveldb_open_db,,,125642678,73
leveldb_open_db,,,127761701,74
leveldb_open_db,,,149251350,75
leveldb_open_db,,,127898229,76
leveldb_open_db,,,130707064,77
leveldb_open_db,,,132793371,78
leveldb_open_db,,,131586684,79
leveldb_open_db,,,135643235,80
leveldb_open_db,,,132479685,81
leveldb_open_db,,,137374082,82
leveldb_open_db,,,140779682,83
leveldb_open_db,,,144406994,84
leveldb_open_db,,,143645291,85
leveldb_open_db,,,149135433,86
leveldb_open_db,,,146596301,87
leveldb_open_db,,,149109070,88
leveldb_open_db,,,153343743,89
leveldb_open_db,,,154416855,90
leveldb_open_db,,,156090767,91
leveldb_open_db,,,154952336,92
leveldb_open_db,,,159800894,93
leveldb_open_db,,,160577230,94
leveldb_open_db,,,155035125,95
leveldb_open_db,,,164192705,96
leveldb_open_db,,,162165612,97
leveldb_open_db,,,167938679,98
leveldb_open_db,,,171025964,99
leveldb_open_db,,,170617724,100
